StockCode,Description,Revenue,UnitsSold,CumulativeRevenue,CumulativeRevenuePercent,Category
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,70.98,169,20453553.051000025,99.88728144000775,C
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,70.98,42,20453624.031000026,99.88762807901072,C
84905,PINK BUTTERFLY C/COVER ,70.82,10,20453694.851000026,99.88797393663526,C
84086B,YELLOW/BLUE RETRO RADIO,70.80000000000001,24,20453765.651000027,99.8883196965875,C
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,70.6,21,20453836.251000028,99.88866447981671,C
20958,PORCELAIN HANGING BELL LARGE,70.5,38,20453906.751000028,99.88900877468441,C
90202B,WHITE ENAMEL FLOWER HAIR TIE,70.49,24,20453977.241000026,99.88935302071594,C
90050,CRACKED GLAZE NECKLACE IVORY,70.16,10,20454047.401000027,99.88969565515448,C
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,69.66,45,20454117.061000027,99.89003584778546,C
90131,PINK/AMETHYST/GOLD NECKLACE,69.62,10,20454186.681000028,99.89037584507182,C
gift_0001_80,Dotcomgiftshop Gift Voucher £80.00,69.56,1,20454256.241000026,99.89071554934127,C
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,69.5,10,20454325.741000026,99.89105496059382,C
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,20454395.091000028,99.8913936393041,C
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,69.18,175,20454464.271000028,99.8917314877998,C
35916B,BLUE FELT HANGING HEART W FLOWER,69.1,57,20454533.37100003,99.89206894560631,C
23040,PAPER LANTERN 9 POINT SNOW STAR,69.0,12,20454602.37100003,99.89240591505127,C
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,68.17999999999999,41,20454670.55100003,99.89273887993183,C
71215,METAL BASE FOR CANDLES,68.1,177,20454738.65100003,99.89307145412319,C
47420,ASSORTED COLOUR SUCTION CUP HOOK,68.02,358,20454806.67100003,99.89340363762531,C
84857A,SILVER MONTE CARLO HANDBAG,68.0,8,20454874.67100003,99.89373572345515,C
DCGS0004,HAYNES CAMPER SHOULDER BAG,67.94,4,20454942.61100003,99.89406751626807,C
90140,PINK SWEETIE NECKLACE,67.9,9,20455010.51100003,99.89439911373637,C
90026C,GLASS BEAD HOOP NECKLACE GREEN,67.82,8,20455078.33100003,99.89473032051549,C
90026B,GLASS BEAD HOOP NECKLACE MONTANA,67.82,8,20455146.15100003,99.89506152729459,C
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,67.8,57,20455213.95100003,99.8953926364014,C
84596e,SMALL LICORICE DES PINK BOWL,67.77,27,20455281.72100003,99.89572359899974,C
90002E,FLOWER BURST SILVER RING GREEN,67.77,18,20455349.49100003,99.89605456159809,C
84864A,PINK PAISLEY PHOTO ALBUM,67.71000000000001,7,20455417.20100003,99.89638523117954,C
90078,PINK/WHITE GLASS DEMI CHOKER,67.64,9,20455484.84100003,99.89671555890791,C
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,67.61,8,20455552.45100003,99.89704574012784,C
47341B,BLUE TABLE RUN FLOWER,67.5,48,20455619.95100003,99.8973753841501,C
84926B,SCOTTS ROSES TILE COASTER,67.5,54,20455687.45100003,99.89770502817234,C
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,67.25,5,20455754.70100003,99.89803345129083,C
90214P,"LETTER ""P"" BLING KEY RING",66.59,77,20455821.29100003,99.89835865122329,C
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,20455887.84100003,99.89868365581117,C
90037A,TINY CRYSTAL BRACELET RED,66.31,26,20455954.15100003,99.8990074883314,C
40002,WHITE BAMBOO RIBS LAMPSHADE,66.3,78,20456020.45100003,99.89933127201549,C
90037C,TINY CRYSTAL BRACELET BLUE,66.08,26,20456086.53100003,99.89965398130424,C
85072,OCCASIONS GIFT CARD ASSORTMENT,66.0,120,20456152.53100003,99.89997629990377,C
79329,PINK FLOCK GLASS CANDLEHOLDER,65.94,100,20456218.47100003,99.90029832548642,C
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,65.76,21,20456284.231000032,99.90061947201832,C
79406,FROSTED WHITE BASE ,65.62,259,20456349.851000033,99.90093993484412,C
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,65.31,11,20456415.161000032,99.9012588837492,C
72812,LARGE ZINC/GLASS CANDLEHOLDER,65.23,27,20456480.391000032,99.90157744196509,C
84705A,ENGLISH ROSE PHOTO FRAME ,65.10000000000001,14,20456545.491000034,99.901895365311,C
47016,LIGHT DECORATION BATTERY OPERATED,65.10000000000001,31,20456610.591000035,99.90221328865692,C
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,64.94,13,20456675.531000037,99.90253043062441,C
23235,BISCUIT TIN VINTAGE LEAF,64.56,24,20456740.091000035,99.90284571681815,C
90046,WHITE WITH METAL BAG CHARM,64.35,13,20456804.441000037,99.9031599774527,C
84551,CROCHET DOG KEYRING,64.35,39,20456868.79100004,99.90347423808727,C
90074,BLACK DIAMOND CLUSTER NECKLACE,64.09,7,20456932.88100004,99.90378722898188,C
79534,MULTICOLOUR GLASS PLATE,63.800000000000004,116,20456996.68100004,99.9040988036281,C
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,4,20457060.48100004,99.90441037827433,C
84617,NEW BAROQUE BLACK BOXES,63.75,5,20457124.23100004,99.9047217087398,C
84968B,SET OF 16 VINTAGE IVORY CUTLERY,63.75,5,20457187.98100004,99.90503303920526,C
20791,BLUE TILED SET OF 3 DRAWERS,63.75,5,20457251.73100004,99.90534436967073,C
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,63.75,15,20457315.48100004,99.9056557001362,C
85018B,S/6 PAPER BOXES BLOSSOM IMAGES ,63.75,15,20457379.23100004,99.90596703060166,C
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,63.5,10,20457442.73100004,99.90627714016334,C
22845,"CAT FOOD CONTAINER , VINTAGE",63.5,10,20457506.23100004,99.90658724972502,C
90205A,LARGE MINT DIAMANTE HAIRSLIDE,63.46,38,20457569.69100004,99.9068971639421,C
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,63.28,26,20457632.97100004,99.90720619910846,C
22987,"WRAP , SUMMER ROSE DESIGN",63.0,150,20457695.97100004,99.90751386686256,C
72709,IVORY SCULPTED RND CANDLE ,62.89999999999999,74,20457758.87100004,99.90782104625515,C
84529B,BLUE KNITTED KID'S RUCKSACK,62.35,13,20457821.22100004,99.90812553965942,C
35607B,BLACK FEATHER CHRISTMAS DECORATION,62.3,312,20457883.521000043,99.90842978888293,C
47348A,FUSCHIA VOILE POINTY SHOE DEC,62.01,103,20457945.531000044,99.90873262185805,C
84450B,PINK/YELLOW RABBIT SAT EASTER,61.92,88,20458007.451000046,99.90903501530781,C
17136A,BLUE STONES ON WIRE FOR CANDLE,61.78,743,20458069.231000047,99.90933672505145,C
20620,RED SPOTTY PASSPORT COVER,61.76,15,20458130.99100005,99.90963833712279,C
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",61.3,143,20458192.29100005,99.90993770273114,C
16151A,FLOWERS HANDBAG blue and orange,61.25,49,20458253.54100005,99.91023682415874,C
35973,GERANIUM FOLKART HEART DECORATION,61.25,49,20458314.79100005,99.91053594558636,C
23541,"WALL ART ,PUDDINGS ",61.2,8,20458375.99100005,99.91083482283321,C
22578,WOODEN STAR CHRISTMAS SCANDISPOT,61.2,72,20458437.191000048,99.91113370008004,C
22565,FELTCRAFT HAIRBANDS PINK + WHITE ,61.199999999999996,72,20458498.391000047,99.91143257732689,C
35910B,PINK FLOWERS RABBIT EASTER,61.07,29,20458559.461000048,99.91173081970376,C
90214I,"LETTER ""I"" BLING KEY RING",61.0,62,20458620.461000048,99.91202872022758,C
22537,MAGIC SLATE DINOSAUR,60.480000000000004,144,20458680.941000048,99.91232408127154,C
84984B,RED PEONY DES C/COVER ,60.45,13,20458741.391000047,99.91261929580702,C
84875A,PINK SQUARE COMPACT MIRROR,60.0,16,20458801.391000047,99.91291231271569,C
22409,TIN CAN BISCUITS DESIGN,60.0,48,20458861.391000047,99.91320532962436,C
22953,BIRTHDAY BANNER TAPE,60.0,48,20458921.391000047,99.91349834653303,C
22619, SET Of 6 SOLDIER SKITTLES,60.0,16,20458981.391000047,99.91379136344172,C
23629,SET 10 CARDS DRESSING UP 17077,59.760000000000005,24,20459041.15100005,99.91408320828276,C
90021,LASER CUT MULTI STRAND NECKLACE,59.75,5,20459100.90100005,99.91437500428765,C
90171,DAISY RING,59.65,47,20459160.551000047,99.91466631193101,C
gift_0001_70,Dotcomgiftshop Gift Voucher £70.00,59.57,1,20459220.121000048,99.91495722888519,C
44241C,BLUE BUTTERFLY ON SPRING,59.5,70,20459279.621000048,99.91524780398628,C
84582,PINK CROCHET CAT WITH SCARF,59.5,14,20459339.121000048,99.91553837908738,C
35654,VINTAGE BEAD FILLED PINK CUSHION,59.400000000000006,12,20459398.521000046,99.91582846582696,C
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,59.400000000000006,36,20459457.921000045,99.91611855256653,C
23537,I LOVE LONDON WALL ART,59.400000000000006,12,20459517.321000043,99.91640863930613,C
23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.400000000000006,36,20459576.72100004,99.9166987260457,C
22973,CHILDRENS CIRCUS PARADE MUG,59.400000000000006,36,20459636.12100004,99.91698881278528,C
35001B,HAND OPEN SHAPE BLACK,59.330000000000005,17,20459695.45100004,99.91727855767179,C
90011B,BLACK CRYSTAL DROP EARRINGS,59.06,20,20459754.511000037,99.91756698398223,C
35909A,RABBIT EASTER DECORATION,59.00000000000001,20,20459813.511000037,99.91785511727575,C
22903,CALENDAR FAMILY FAVORITES,59.0,20,20459872.511000037,99.91814325056929,C
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",58.65,23,20459931.161000036,99.9184296745975,C
85023C,PINK LARGE JEWELED PHOTOFRAME,58.64999999999999,23,20459989.811000034,99.91871609862572,C
90188,DROP EARRINGS W FLOWER & LEAF,58.5,23,20460048.311000034,99.91900179011168,C
84984A,GREEN PEONY DES C/COVER,58.370000000000005,11,20460106.681000035,99.91928684672769,C
84226,HEN HOUSE W FAMILY IN BARN & NEST,58.31,77,20460164.991000034,99.91957161032676,C
35816B,"ACRYLIC JEWEL ANGEL,BLUE",58.07,139,20460223.061000034,99.9198552018582,C
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,58.05,33,20460281.111000035,99.92013869571734,C
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,57.98,86,20460339.091000035,99.92042184772343,C
35821B,"JEWELLED DECORATION,BLUE",57.0,150,20460396.091000035,99.92070021378667,C
72771B,BURG FLOCK GOLD CUP/CANDLE ,56.9,117,20460452.991000034,99.9209780914884,C
90212C,PURPLE LAS VEGAS BRACELET ROUND,56.25,15,20460509.241000034,99.92125279484027,C
47344B,BLUE FLOWER DES PURSE,56.16,54,20460565.401000034,99.9215270586668,C
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,56.099999999999994,22,20460621.501000036,99.92180102947641,C
90033,IVORY SHELL HEART EARRINGS,55.879999999999995,22,20460677.381000035,99.92207392589067,C
85080,PADDED RED HEART DECORATION,55.76,113,20460733.141000036,99.92234623627115,C
90182C,BLACK 3 BEAD DROP EARRINGS,55.74,19,20460788.881000035,99.92261844897929,C
90177A,CLASSIC DIAMANTE EARRINGS JET,55.690000000000005,19,20460844.571000036,99.92289041750671,C
90214T,"LETTER ""T"" BLING KEY RING",55.57,57,20460900.141000036,99.92316180000029,C
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,55.120000000000005,13,20460955.261000037,99.92343098486707,C
85151,WELCOME METAL SIGN,55.0,44,20461010.261000037,99.92369958370001,C
90014A,SILVER M.O.P. ORBIT NECKLACE,54.800000000000004,11,20461065.061000038,99.92396720580994,C
90135A,ORANGE/FUSCHIA STONES NECKLACE,54.620000000000005,11,20461119.68100004,99.92423394886914,C
90142D,MOP PENDANT SHELL NECKLACE,54.59,11,20461174.27100004,99.92450054541987,C
90043,COPPER AND BRASS BAG CHARM,54.510000000000005,10,20461228.78100004,99.92476675128142,C
20820,SILVER LOOKING MIRROR,54.45,11,20461283.23100004,99.92503266412604,C
20953,PORCELAIN CHERUB BELL LARGE,54.449999999999996,33,20461337.68100004,99.92529857697066,C
90084,PINK CRYSTAL GUITAR PHONE CHARM,54.4,64,20461392.081000037,99.92556424563452,C
46115B,GREEN POP ART MAO CUSHION COVER ,54.34,286,20461446.421000037,99.92582962128147,C
22345,PARTY PIZZA DISH BLUE WHITE SPOT ,54.28,53,20461500.70100004,99.92609470391152,C
23389,SPACEBOY MINI RUCKSACK,53.95,13,20461554.651000038,99.92635817494858,C
22252,BIRDCAGE DECORATION MAGIC GARDEN,53.55,21,20461608.20100004,99.92661969253956,C
84559b,3D SHEET OF CAT STICKERS,53.54,32,20461661.741000038,99.9268811612944,C
84660b,BLACK STITCHED WALL CLOCK,53.18,7,20461714.921000037,99.92714087194778,C
72798C,SET/4 GARDEN ROSE DINNER CANDLE,53.11,28,20461768.031000037,99.92740024074811,C
84660a,WHITE STITCHED WALL CLOCK,52.699999999999996,7,20461820.731000036,99.92765760726623,C
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,52.65,39,20461873.381000035,99.92791472960357,C
84845C,CARNATION SQUARE HANDY TIN,52.5,42,20461925.881000035,99.92817111939867,C
23035,DOORKNOB CERAMIC IVORY,52.2,36,20461978.081000034,99.92842604410922,C
20870,OPULENT VELVET CANDLE IN BOX,52.2,29,20462030.281000033,99.92868096881975,C
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36,20462082.481000032,99.9289358935303,C
84292B,BLUE COL METAL FOLDING CHAIR,51.8,8,20462134.281000033,99.92918886479478,C
84845D,GERANIUM SQUARE HANDY TIN,51.25,41,20462185.531000033,99.92943915007095,C
84402B,PURPLE DRESS JEWELLERY STAND,51.14,62,20462236.671000034,99.92968889814944,C
35071,ASSORTED SANTA CHRISTMAS DECORATION,51.13999999999999,50,20462287.811000034,99.92993864622794,C
20964,POLYESTER FILLER PAD 60x40cm,51.0,20,20462338.811000034,99.93018771060032,C
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,51.0,20,20462389.811000034,99.93043677497269,C
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,50.98,2,20462440.791000035,99.93068574167275,C
85069,CREAM SWEETHEART DOUBLE SHELF,50.85,3,20462491.641000036,99.93093407350287,C
22846,"BREAD BIN, DINER STYLE, RED ",50.849999999999994,3,20462542.491000038,99.93118240533298,C
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,50.82000000000001,6,20462593.311000038,99.93143059065463,C
22889,"NUMBER TILE VINTAGE FONT, No ",50.7,23,20462644.011000037,99.93167818994245,C
85124a,PINK JUICY FRUIT PHOTO FRAME,50.599999999999994,10,20462694.61100004,99.93192530086877,C
35916B,BLUE FELT HANGING HEART WITH FLOWER,50.57,75,20462745.18100004,99.93217226528664,C
90034,WHITE SILVER NECKLACE SHELL GLASS,50.48,5,20462795.66100004,99.93241879017913,C
72083A,STRAWBERY SWIRL FLARE CANDLE,50.400000000000006,24,20462846.061000038,99.93266492438241,C
72801c,S/4 ROSE PINK DINNER CANDLES,50.199999999999996,20,20462896.261000037,99.93291008186266,C
22657,HEN & 2 CHICKS IN BASKET,50.15,59,20462946.411000036,99.93315499516216,C
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,50.06,10,20462996.471000034,99.93339946893629,C
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,50.0,40,20463046.471000034,99.93364364969352,C
23603,SET 10 CARD KRAFT REINDEER 17084,49.800000000000004,20,20463096.271000035,99.93388685372771,C
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36,20463146.071000036,99.93413005776192,C
90052,CRACKED GLAZE NECKLACE BROWN,49.58,7,20463195.651000034,99.93437218740078,C
23015,CORDIAL JUG,49.5,6,20463245.151000034,99.93461392635044,C
84537B,FAIRY CAKES GIFT BAG,49.14,117,20463294.291000035,99.93485390719864,C
72129,COLUMBIAN CANDLE ROUND ,49.11,74,20463343.401000034,99.93509374153838,C
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,48.3,18,20463391.701000035,99.93532962014987,C
35603C,SET/16 WHITE SHINY & MATT BAUBLES,48.3,83,20463440.001000036,99.93556549876136,C
90083,CRYSTAL CZECH CROSS PHONE CHARM,48.08,52,20463488.081000034,99.93580030297751,C
47591A,CAROUSEL CHILDRENS APRON,47.97,29,20463536.051000033,99.93603456999598,C
84608,ORNATE EDWARDIAN CANDLE HOLDER,47.7,6,20463583.75100003,99.93626751843837,C
23539,"WALL ART , LOVES' SECRET ",47.6,8,20463631.351000033,99.93649997851927,C
21347,GOTHIC CARRIAGE LANTERN,47.6,8,20463678.951000035,99.93673243860015,C
20895,VINTAGE NOTEBOOK FRENCH LETTER ,47.20000000000001,16,20463726.151000034,99.93696294523498,C
35909B,PINK FLOWERS RABBIT EASTER,47.2,16,20463773.351000033,99.93719345186979,C
90067B,BROWN VINTAGE VICTORIAN EARRINGS,47.120000000000005,16,20463820.471000034,99.93742356781542,C
37462E,"PET MUG, GOLDFISH",47.12,107,20463867.591000035,99.93765368376101,C
84227,HEN HOUSE W CHICK IN NEST,47.04,112,20463914.631000035,99.93788340901743,C
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,46.93,5,20463961.561000034,99.93811259707616,C
84596f,SMALL MARSHMALLOWS PINK BOWL,46.89,19,20464008.451000035,99.93834158979028,C
20988,TRELLIS FLOWER CHOPSTICKS SET/5,46.8,24,20464055.251000036,99.93857014297906,C
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,20464102.051000036,99.93879869616782,C
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,46.7,11,20464148.751000036,99.93902676099506,C
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,46.6,11,20464195.351000037,99.93925433746081,C
81952B,ROUND BLUE CLOCK W/SUCKER,46.56,54,20464241.911000036,99.93948171858193,C
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,46.56,46,20464288.471000034,99.93970909970307,C
16050,TEATIME PENCIL WITH RUBBER,46.45,151,20464334.921000034,99.93993594362652,C
47341A,FUSCHIA TABLE RUN FLOWER ,46.25,29,20464381.171000034,99.94016181082695,C
23107,WHITE WIRE PLANT POT HOLDER,46.24,16,20464427.411000032,99.94038762919124,C
90128A,PINK LEAVES AND BEADS PHONE CHARM,46.21,31,20464473.621000033,99.94061330104708,C
84951b,S/4 BLACK LOVEBIRD COASTERS,46.2,9,20464519.821000032,99.94083892406674,C
72024U,LILAC VOTIVE CANDLE,46.2,220,20464566.02100003,99.94106454708643,C
85081,PADDED HOLLY CHRISTMAS DECORATION ,46.17,104,20464612.191000033,99.94129002359765,C
85132c,CHARLIE AND LOLA FIGURES TINS,46.099999999999994,4,20464658.291000035,99.94151515825583,C
23047,PAPER LANTERN 5 POINT STUDDED STAR,46.0,8,20464704.291000035,99.94173980455247,C
84626,CANDY STRIPE ROSE QUILT,45.95,1,20464750.241000034,99.94196420666836,C
22604,SET OF 4 NAPKIN CHARM CUTLERY,45.900000000000006,18,20464796.141000032,99.9421883646035,C
35611B,BLACK ASSORTED DROPLET DECORATION,45.76,62,20464841.901000034,99.94241183883251,C
22347,PIZZA DISH SLICE ,45.0,36,20464886.901000034,99.94263160151402,C
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,45.0,36,20464931.901000034,99.94285136419553,C
16161C,WRAP SPEED DEMONS ,45.0,450,20464976.901000034,99.94307112687704,C
22406,TIN CAN KINGS CHOICE DESIGN,45.0,36,20465021.901000034,99.94329088955854,C
23625,SET 6 CARDS SPARKLY REINDEER 17262,44.910000000000004,9,20465066.811000034,99.94351021271468,C
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,44.87,27,20465111.681000035,99.94372934052622,C
84906,PINK BUTTERFLY CUSHION COVER,44.849999999999994,23,20465156.531000037,99.94394837066547,C
21685,MEDINA STAMPED METAL TRAY ,44.849999999999994,3,20465201.38100004,99.9441674008047,C
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,44.75,9,20465246.13100004,99.94438594258243,C
90197D,AMBER GLASS BRACELET HEART CHARMS,44.550000000000004,9,20465290.68100004,99.94460350763713,C
72796B,S/3 FRENCH VANILLA SQU CANDLE,44.55,27,20465335.23100004,99.94482107269181,C
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,44.28,15,20465379.51100004,99.94503731917041,C
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",44.25000000000001,15,20465423.76100004,99.94525341914057,C
35085E,IVORY ROSE LAMPSHADE ,44.25,39,20465468.01100004,99.94546951911072,C
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,44.19,18,20465512.201000042,99.94568532606397,C
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",43.94,95,20465556.141000044,99.94589991211342,C
17014C,ORIGAMI LAVENDER INCENSE CONES,43.75,97,20465599.891000044,99.946113570276,C
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,20465643.541000042,99.94632674007704,C
90042B,FRESHWATER PEARL BRACELET PINK,43.349999999999994,17,20465686.891000044,99.94653844479356,C
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,43.349999999999994,17,20465730.241000045,99.9467501495101,C
35822P,"ACRYLIC BEAD CHAIN, PINK",43.32,114,20465773.561000045,99.94696170771815,C
90054,CRACKED GLAZE EARRINGS RED,43.019999999999996,17,20465816.581000045,99.94717180084167,C
23038,T-LIGHT HOLDER SILVER SAUCER,42.92,44,20465859.501000047,99.94738140560369,C
22987,WRAP SUMMER ROSE DESIGN,42.84,102,20465902.341000047,99.94759061967649,C
84993a,75 GREEN PETIT FOUR CASES,42.71,51,20465945.051000047,99.94779919887931,C
79066k,RETRO MOD TRAY,42.71,26,20465987.76100005,99.94800777808214,C
21596,Hypochondriac Pill Stress Ball,42.64,10,20466030.40100005,99.9482160154319,C
21815, STAR  T-LIGHT HOLDER ,42.61,25,20466073.01100005,99.94842410627321,C
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,42.5,5,20466115.51100005,99.94863165991686,C
22346,PARTY PIZZA DISH GREEN WHITE SPOT ,42.3,40,20466157.81100005,99.94883823683747,C
90126C,AMBER BERTIE MOBILE PHONE CHARM,42.1,21,20466199.91100005,99.94904383703506,C
72771C,BLACK FLOCK GOLD CANDLE,42.08,54,20466241.99100005,99.94924933956034,C
20860,GOLD COSMETICS BAG WITH BUTTERFLY,42.0,20,20466283.99100005,99.94945445139642,C
23231,WRAP  VINTAGE DOILEY ,42.0,100,20466325.99100005,99.94965956323249,C
15060b,FAIRY CAKE DESIGN UMBRELLA,41.81,5,20466367.801000047,99.94986374718168,C
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,41.650000000000006,7,20466409.451000046,99.95006714975244,C
84611B,BLACK NEW BAROQUE FLOCK BOX,41.65,7,20466451.101000044,99.9502705523232,C
90060C,FIRE POLISHED GLASS NECKL SILVER,41.65,7,20466492.751000043,99.95047395489397,C
35809a,ENAMEL PINK TEA CONTAINER,41.54,10,20466534.291000042,99.95067682026708,C
23045,PAPER LANTERN 5 POINT STAR MOON 30,41.5,10,20466575.791000042,99.95087949029556,C
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,41.300000000000004,14,20466617.091000043,99.95108118360105,C
23448,CREAM BUNNY EASTER EGG BASKET,41.25,25,20466658.341000043,99.95128263272576,C
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",41.25,11,20466699.591000043,99.95148408185047,C
90027C,GLASS BEAD HOOP EARRINGS GREEN,41.17,14,20466740.761000045,99.95168514028597,C
18096c,WHITE ROUND PORCELAIN TLIGHT HOLDER,41.14,8,20466781.901000045,99.95188605221303,C
21119,Glow In The Dark Shot Glasses ,41.01,3,20466822.911000047,99.95208632927012,C
35644,PAIR PINK/BLACK COATHANGERS,40.95,21,20466863.861000046,99.95228631331028,C
22740,POLKADOT PENS,40.8,48,20466904.661000047,99.95248556480819,C
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,40.8,16,20466945.461000048,99.95268481630607,C
44228,CANNABIS LEAF BEAD CURTAIN,40.8,48,20466986.26100005,99.95288406780398,C
23148,MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,20467027.06100005,99.95308331930188,C
47013C,WINE BOTTLE DRESSING DARK BLUE,40.519999999999996,147,20467067.58100005,99.95328120338755,C
90136,PALE PINK/AMETHYST STONE NECKLACE,40.47,4,20467108.051000047,99.95347884329243,C
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,40.34,7,20467148.391000047,99.95367584832738,C
22532,MAGIC SLATE LEAP FROG ,40.32,96,20467188.711000048,99.95387275569,C
22529,MAGIC SLATE GO TO THE FAIR ,40.32,96,20467229.031000048,99.95406966305262,C
20994,JAZZ HEARTS SPIRAL NOTEPAD,39.949999999999996,47,20467268.981000047,99.95426476347765,C
23462,ROCOCO WALL MIROR,39.9,2,20467308.881000046,99.95445961972192,C
47013A,WINE BOTTLE DRESSING LT.BLUE,39.87,141,20467348.751000047,99.95465432945772,C
37468,HARDMAN MUG 3 ASSORTED,39.81,65,20467388.561000045,99.95484874617662,C
79065A,TEATIME ROUND CAKE TINS ,39.8,4,20467428.361000046,99.95504311405938,C
22853,"CAT BOWL, ENAMEL , CREAM COLOUR",39.0,12,20467467.361000046,99.95523357505003,C
82545A,COGNAC AUX OEUFS METAL 1 HOOK,38.75,31,20467506.111000046,99.95542281513687,C
47567b,TEA TIME KITCHEN APRON,38.72,3,20467544.831000045,99.95561190871527,C
35963,FOLKART ZINC CLIP ON ANGEL WINGS,38.379999999999995,101,20467583.211000044,99.95579934186452,C
90130D,RED STONE/CRYSTAL EARRINGS,38.31,13,20467621.521000043,99.95598643316069,C
90027B,GLASS BEAD HOOP EARRINGS MONTANA,38.28,13,20467659.801000044,99.95617337794843,C
90183C,BLACK DROP EARRINGS W LONG BEADS,38.12,13,20467697.921000045,99.95635954135774,C
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,200,20467735.921000045,99.95654511873325,C
47518f,ICON PLACEMAT POP ART ELVIS,37.75,9,20467773.671000045,99.95672947520495,C
72801d,S/4 SKY BLUE DINNER CANDLES,37.65,15,20467811.321000043,99.95691334331514,C
90176B,DIAMANTE NECKLACE BLACK ,37.620000000000005,5,20467848.941000044,99.95709706491688,C
85115B,S/4 BLACK DISCO PARTITION PANEL,37.620000000000005,6,20467886.561000045,99.95728078651862,C
90039A,FIRE POLISHED GLASS BRACELET RED,37.61,10,20467924.171000045,99.95746445928421,C
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,37.5,6,20467961.671000045,99.95764759485213,C
35233,PASTA ENAMEL/BRASS CONTAINER,37.5,10,20467999.171000045,99.95783073042006,C
37112,YELLOW BIRDS FELT DES FOODCOVER,37.5,10,20468036.671000045,99.95801386598797,C
79413,GLASS WINE GLASS DECORATIONS,37.5,30,20468074.171000045,99.95819700155589,C
84509b,SET OF 4 FAIRY CAKE PLACEMATS,37.3,5,20468111.471000046,99.9583791604008,C
84705F,RED PEONY PHOTO FRAME ,37.2,8,20468148.671000045,99.95856083088415,C
90126A,PINK BERTIE MOBILE PHONE CHARM,37.14,20,20468185.811000045,99.95874220835064,C
84251J,"GREETING CARD, THE BLACK CAT",37.04,74,20468222.851000044,99.95892309745558,C
16162M,THE KING GIFT BAG 25x24x12cm,36.96,88,20468259.811000045,99.95910359587134,C
72715,SPHERICAL IVORY CANDLE ,36.96,88,20468296.771000046,99.95928409428709,C
